apn,SitusHouseNbr,SitusHouseNbrSuffix,SitusDirectionLeft,SitusStreet,SitusMode,SitusDirectionRight,SitusUnitType,SitusUnitNbr,SitusCity,SitusState,SitusZIP5,HomeEquityIntelScore_LineofCredit
098500-1264,1849,,S,124TH,ST,,,,SEATTLE,WA,98168,104
630340-0760,10723,,,18TH,AVE,SW,,,SEATTLE,WA,98146,162
01046700000100,9323,,,18TH,AVE,W,#,B,EVERETT,WA,98204,
3000820260,1325,,,HUDSON,ST,,,,DUPONT,WA,98327,141
015700-0030,3020,,,64TH,AVE,SW,APT,C,SEATTLE,WA,98116,238
402530-0105,2123,,NE,168TH,ST,,,,SHORELINE,WA,98155,211
7685000540,1932,,S,L,ST,,,,TACOMA,WA,98405,134
220720-0200,1060,,,149TH,PL,SE,,,BELLEVUE,WA,98007,59
282506-9054,22726,,NE,16TH,ST,,,,SAMMAMISH,WA,98074,227
0520177068,17021,,,44TH STREET,CT,E,,,LAKE TAPPS,WA,98391,216
2985000020,4501,,E,F,ST,,,,TACOMA,WA,98404,49
220150-0850,4071,,,155TH,AVE,SE,,,BELLEVUE,WA,98006,71
321095-0210,33325,,SE,52ND,ST,,,,FALL CITY,WA,98024,115
072309-9038,12606,,,475TH,AVE,SE,,,NORTH BEND,WA,98045,134
947470-0040,7520,,N,FORK,RD,SE,,,SNOQUALMIE,WA,98065,99
9265005380,1422,,,116TH,ST,S,,,TACOMA,WA,98444,147
889230-0910,401,,,9TH,AVE,N,APT,608,SEATTLE,WA,98109,257
5000902150,4324,,,214TH STREET,CT,E,,,SPANAWAY,WA,98387,91
174990-0390,14519,,,1ST,LN,NE,UNIT,101,DUVALL,WA,98019,118
4407000030,5814,,,41ST,AVE,E,,,TACOMA,WA,98443,223
00459000000200,8933,,,179TH,PL,SW,,,EDMONDS,WA,98026,
856075-0100,9321,,NE,173RD,ST,,,,BOTHELL,WA,98011,183
516550-0120,699,,,JOHN,ST,,UNIT,119,SEATTLE,WA,98109,178
815585-0160,24514,,NE,11TH,PL,,,,SAMMAMISH,WA,98074,312
383205-0870,21713,,SE,299TH,WAY,,,,KENT,WA,98042,95
00444202201300,413,,,GLEN,AVE,,,,SNOHOMISH,WA,98290,176
403680-0170,15611,,SE,9TH,ST,,,,BELLEVUE,WA,98008,233
780438-0060,6300,,,32ND,AVE,NW,STE,C106,SEATTLE,WA,98107,
27043000404900,22513,,,80TH,AVE,W,,,EDMONDS,WA,98026,
6936200270,20516,,,BONANZA,DR,E,,,BONNEY LAKE,WA,98391,127
3400000320,10304,,,8TH,AVE,S,,,TACOMA,WA,98444,97
317910-0490,5600,,,45TH,AVE,NE,,,SEATTLE,WA,98105,201
867940-0040,12405,,NE,112TH,PL,,,,KIRKLAND,WA,98033,86
566630-0155,1217,,N,172ND,ST,,,,SHORELINE,WA,98133,144
212970-0160,14169,,,BATTEN,RD,NE,,,DUVALL,WA,98019,
613160-0060,1112,,,16TH,ST,NE,,,AUBURN,WA,98002,80
335640-7308,204,,,3RD,AVE,N,,,ALGONA,WA,98001,
6025650050,9111,,,202ND STREET,CT,E,,,GRAHAM,WA,98338,87
01018600002400,12713,,,3RD,AVE,NE,,,TULALIP,WA,98271,179
00629600010900,8112,,,325TH,PL,NW,,,STANWOOD,WA,98292,103
00868100910200,5731,,,12TH,AVE,W,UNIT,I102,EVERETT,WA,98203,
399140-0025,11825,,,79TH,AVE,S,,,SEATTLE,WA,98178,179
00779200001000,5706,,,69TH,AVE,NE,,,MARYSVILLE,WA,98270,222
00689800009800,1924,,,142ND,ST,SE,,,MILL CREEK,WA,98012,140
28061600202700,9117,,,135TH,DR,SE,,,SNOHOMISH,WA,98290,173
4135001490,3501,,N,FERDINAND,ST,,,,TACOMA,WA,98407,53
28053400202300,5711,,,134TH,PL,SE,,,EVERETT,WA,98208,
432500-0100,4327,,S,181ST,ST,,,,SEATAC,WA,98188,116
00509800001300,221,,,LAKEVIEW,RD,,,,LYNNWOOD,WA,98087,96
745800-0550,1120,,,8TH,AVE,,APT,1902,SEATTLE,WA,98101,100
357858-0080,6835,,NE,153RD,PL,,APT,B202,KENMORE,WA,98028,29
00751000004100,2010,,,MILL POINTE,DR,SE,,,MILL CREEK,WA,98012,103
383205-0150,21748,,SE,297TH,PL,,,,KENT,WA,98042,160
505650-0230,12233,,SE,65TH,ST,,,,BELLEVUE,WA,98006,164
866590-0092,18959,,,FOREST PARK,DR,NE,,,LAKE FOREST PARK,WA,98155,169
00670700111000,5620,,,200TH,ST,SW,APT,A110,LYNNWOOD,WA,98036,72
329870-0425,9024,,,15TH,AVE,SW,,,SEATTLE,WA,98106,
01141400003400,2733,,,197TH,LN,SW,#,A,LYNNWOOD,WA,98036,142
336140-0251,1049,,S,112TH,ST,,,,SEATTLE,WA,98168,129
28072000201600,21420,,,104TH,ST,SE,,,SNOHOMISH,WA,98290,117
321157-0100,15204,,NE,8TH,ST,,APT,B6,BELLEVUE,WA,98007,140
643410-0180,6860,,,HOLLY PARK,DR,S,,,SEATTLE,WA,98118,67
01137900000400,3431,,,171ST,ST,SW,,,LYNNWOOD,WA,98037,111
046470-0630,1545,,NW,57TH,ST,,UNIT,320,SEATTLE,WA,98107,
881540-1055,6002,,,37TH,AVE,NE,,,SEATTLE,WA,98115,
785560-0210,4245,,,134TH,AVE,SE,,,BELLEVUE,WA,98006,85
431070-0712,1502,,N,97TH,ST,,,,SEATTLE,WA,98103,26
172781-0660,14306,,,126TH,AVE,NE,APT,E206,KIRKLAND,WA,98034,31
889270-0030,10458,,,157TH,PL,NE,APT,103,REDMOND,WA,98052,151
0620312017,8405,,,246TH,AVE,E,,,BUCKLEY,WA,98321,115
815570-0650,1221,,,MINOR,AVE,,,,SEATTLE,WA,98101,153
00393200400203,5717,,,FLEMING,ST,,,,EVERETT,WA,98203,
00378600000700,24011,,,49TH,PL,W,,,MOUNTLAKE TERRACE,WA,98043,
056150-0250,38700,,,251ST,PL,SE,,,ENUMCLAW,WA,98022,244
684470-1305,3532,,NE,88TH,ST,,,,SEATTLE,WA,98115,198
00639300000600,8916,,,230TH,ST,SW,,,EDMONDS,WA,98026,176
381240-0524,4519,,S,HOLLY,ST,,,,SEATTLE,WA,98118,128
947570-0200,499,,,FIELD,PL,NE,,,RENTON,WA,98059,
162507-9035,31439,,W,COMMERCIAL,ST,,,,CARNATION,WA,98014,88
630340-0645,10731,,,19TH,AVE,SW,,,SEATTLE,WA,98146,127
317260-0021,9226,,,26TH,AVE,SW,,,SEATTLE,WA,98106,75
880910-0070,4003,,NE,7TH,CT,,,,RENTON,WA,98056,87
00945100001000,22710,,,30TH,CT,SE,,,BOTHELL,WA,98021,192
0320327093,8831,,S,WILKESON,ST,,,,TACOMA,WA,98444,32
00475100000300,6309,,,186TH,ST,SW,,,LYNNWOOD,WA,98037,129
257192-0090,2950,,,OLIE ANN,PL,,,,ENUMCLAW,WA,98022,50
5000510110,5322,,,23RD,AVE,NE,,,TACOMA,WA,98422,165
00425700002400,12120,,,57TH,PL,SE,,,SNOHOMISH,WA,98290,130
733800-1190,3011,,,K,ST,NE,,,AUBURN,WA,98002,99
918370-2300,803,,,KENSINGTON,AVE,S,,,KENT,WA,98030,228
785218-0900,36317,,SE,WOODY CREEK,LN,,,,SNOQUALMIE,WA,98065,200
6021130750,13605,,,69TH AVENUE,CT,E,,,PUYALLUP,WA,98373,94
265800-0085,7926,,,50TH,AVE,S,,,SEATTLE,WA,98118,121
356820-0180,28108,,,28TH,AVE,S,,,FEDERAL WAY,WA,98003,204
936060-0310,4855,,,D,ST,NE,,,AUBURN,WA,98002,
405570-1102,7217,,NE,118TH,CT,,,,KIRKLAND,WA,98034,180
00512100001400,41530,,,MOUNTAIN VIEW,PL,E,,,GOLD BAR,WA,98251,67
5205000040,3516,,N,UNION,AVE,,,,TACOMA,WA,98407,
7094240170,14626,,,116TH AVENUE,CT,E,,,PUYALLUP,WA,98374,170
865171-0350,9326,,NE,141ST,PL,,,,KIRKLAND,WA,98034,202
27061200301200,18519,,,176TH,ST,SE,,,MONROE,WA,98272,80
5004040070,4614,,E,N,ST,,,,TACOMA,WA,98404,39
383085-0090,140,,,SUMMIT,AVE,N,#,9,KENT,WA,98030,33
0319274108,17501,,,15TH,AVE,E,,,SPANAWAY,WA,98387,127
0619075035,25816,,,112TH,ST,E,,,BUCKLEY,WA,98321,121
856275-0960,891,,,BEAR RIDGE,DR,NW,,,ISSAQUAH,WA,98027,
00496700100300,19822,,,53RD,AVE,W,,,LYNNWOOD,WA,98036,212
00394405004001,17520,,,MARINE,DR,,,,STANWOOD,WA,98292,
01073800000100,24909,,,CROMWELL,RD,,,,MONROE,WA,98272,242
00469900000700,15014,,,54TH,PL,W,,,EDMONDS,WA,98026,138
3961000010,4710,,,89TH,AVE,W,,,TACOMA,WA,98466,154
085600-0265,550,,,11TH,AVE,W,,,KIRKLAND,WA,98033,57
01161800000100,13036,,,ROOSEVELT,RD,,,,SNOHOMISH,WA,98290,
620550-0190,2412,,,123RD,AVE,SE,,,BELLEVUE,WA,98005,510
020310-0425,3829,,E,AMES LAKE,LN,NE,,,REDMOND,WA,98053,154
0221188030,5224,,,43RD AVENUE,CT,NW,,,GIG HARBOR,WA,98335,376
541221-0140,22018,,,120TH,AVE,SE,,,KENT,WA,98031,83
920600-0160,8512,,,LATONA,AVE,NE,,,SEATTLE,WA,98115,238
279041-0320,18511,,NE,25TH,WAY,,,,REDMOND,WA,98052,177
8000150640,25222,,,153RD,ST,E,,,BUCKLEY,WA,98321,121
00873900003400,12302,,,8TH,ST,NE,,,LAKE STEVENS,WA,98258,177
925390-0108,17016,,SE,12TH,PL,,,,BELLEVUE,WA,98008,101
6024600510,7603,,,196TH STREET,CT,E,,,SPANAWAY,WA,98387,177
0419077039,12706,,,62ND,AVE,E,,,PUYALLUP,WA,98373,73
3810001063,9928,,,PATTERSON,ST,S,,,TACOMA,WA,98444,130
379065-0010,11015,,,12TH,AVE,SW,,,SEATTLE,WA,98146,
006500-0400,6502,,,39TH,AVE,SW,,,SEATTLE,WA,98136,520
873198-3110,31904,,,42ND,AVE,SW,,,FEDERAL WAY,WA,98023,181
6021800280,18920,,,104TH,AVE,E,,,PUYALLUP,WA,98374,56
156220-0390,14819,,NE,15TH,PL,,,,BELLEVUE,WA,98007,188
6025181500,18227,,,73RD,AVE,E,,,PUYALLUP,WA,98375,78
0418286038,26319,,,89TH AVENUE,CT,E,,,GRAHAM,WA,98338,56
01032600820200,15415,,,35TH,AVE,W,APT,H202,LYNNWOOD,WA,98087,80
0619032019,760,,,4TH,AVE,,,,BUCKLEY,WA,98321,
335240-1410,11116,,,BEACON,AVE,S,,,SEATTLE,WA,98178,150
27042800303900,5806,,,224TH,ST,SW,,,MOUNTLAKE TERRACE,WA,98043,108
3001060300,1327,,,FOREMAN,RD,,,,DUPONT,WA,98327,113
267230-0090,2914,,NE,193RD,ST,,,,LAKE FOREST PARK,WA,98155,167
00574400000601,11419,,,26TH,DR,SE,,,EVERETT,WA,98208,
869131-0470,2027,,,264TH,PL,SE,,,SAMMAMISH,WA,98075,187
353043-0160,24717,,,13TH,AVE,S,,,DES MOINES,WA,98198,124
255700-0800,2624,,SW,337TH,ST,,,,FEDERAL WAY,WA,98023,38
00909100006300,1316,,,116TH,DR,SE,,,LAKE STEVENS,WA,98258,89
30050500201900,13527,,,19TH,AVE,NE,,,TULALIP,WA,98271,148
2017250020,1709,,S,M,ST,,,,TACOMA,WA,98405,92
390020-0630,13150,,,102ND,LN,NE,APT,6,KIRKLAND,WA,98034,125
00695700002200,4412,,,132ND,PL,NE,,,MARYSVILLE,WA,98271,124
00827700000900,4530,,,70TH,AVE,NE,,,MARYSVILLE,WA,98270,147
123630-0065,9531,,,112TH,AVE,NE,,,KIRKLAND,WA,98033,216
00602500200502,2224,,,116TH,ST,NE,,,TULALIP,WA,98271,123
00832600000900,7339,,,262ND,ST,NW,,,STANWOOD,WA,98292,138
407480-0016,9744,,,SAND POINT,WAY,NE,,,SEATTLE,WA,98115,213
073960-0290,11219,,SE,213TH,ST,,,,KENT,WA,98031,
00373400900302,18630,,,60TH,AVE,W,,,LYNNWOOD,WA,98037,258
112605-9120,15928,,NE,165TH,ST,,,,WOODINVILLE,WA,98072,366
00943200002300,20726,,,37TH,DR,SE,,,BOTHELL,WA,98021,198
00908300201100,4133,,,156TH,ST,SW,APT,11,LYNNWOOD,WA,98087,137
6025150690,22807,,,85TH AVENUE,CT,E,,,GRAHAM,WA,98338,118
722935-1020,975,,,ABERDEEN,AVE,NE,APT,C306,RENTON,WA,98056,
7890200075,11818,,,148TH,ST,E,,,PUYALLUP,WA,98374,31
4000120100,13403,,,53RD,AVE,NW,,,GIG HARBOR,WA,98332,529
6024611890,17005,,,135TH AVENUE,CT,E,,,PUYALLUP,WA,98374,197
5030002260,10216,,,OAK,LN,SW,,,LAKEWOOD,WA,98499,
182604-9237,14559,,,STONE,AVE,N,,,SHORELINE,WA,98133,335
00385200000300,15102,,,MOONLIGHT,DR,,,,SULTAN,WA,98294,194
0418284031,9912,,,264TH STREET,CT,E,,,GRAHAM,WA,98338,117
058755-0440,3644,,SW,309TH,ST,,,,FEDERAL WAY,WA,98023,242
634100-0070,12304,,,6TH,PL,SW,,,SEATTLE,WA,98146,188
220750-0970,1929,,,10TH,AVE,E,,,SEATTLE,WA,98102,
619780-0318,11838,,SE,188TH,ST,,,,RENTON,WA,98058,
225450-2090,818,,,17TH,AVE,,,,SEATTLE,WA,98122,99
0122158006,8707,,,148TH,ST,NW,,,GIG HARBOR,WA,98329,116
2837001510,311,,,PARK,DR,,,,CARBONADO,WA,98323,179
855700-0310,2613,,,TALBOT CREST,DR,S,,,RENTON,WA,98055,106
7785002132,5038,,S,PARK,AVE,,,,TACOMA,WA,98408,106
336290-0621,7513,,,FREMONT,AVE,N,,,SEATTLE,WA,98103,181
869144-0500,27278,,SE,19TH,PL,,,,SAMMAMISH,WA,98075,154
807835-0230,4134,,,239TH,PL,SE,,,SAMMAMISH,WA,98029,188
928780-0740,6219,,,1ST,AVE,NW,,,SEATTLE,WA,98107,104
00890800000100,404,,,84TH,AVE,SE,,,LAKE STEVENS,WA,98258,93
00575700101200,69,,,LINCOLN,AVE,,,,SNOHOMISH,WA,98290,
00500303100700,5515,,S,2ND,AVE,,,,EVERETT,WA,98203,233
0020257011,7523,,,YEAZELL,RD,SW,,,LONGBRANCH,WA,98351,
042406-9290,1955,,,213TH,CT,SE,,,SAMMAMISH,WA,98075,200
8930000280,6617,,,MCKINLEY,AVE,,,,TACOMA,WA,98404,
0619101055,700,,,SPIKETON,RD,,,,BUCKLEY,WA,98321,104
01148200000700,17,,,159TH,PL,SE,,,BOTHELL,WA,98012,187
6026231130,16419,,,77TH AVENUE,CT,E,,,PUYALLUP,WA,98375,90
570620-0030,485,,,MOUNT DEFIANCE,CIR,SW,,,ISSAQUAH,WA,98027,134
0021113008,6416,,,LACKEY,RD,NW,,,VAUGHN,WA,98394,
362987-0250,1902,,NE,KILLIAN,LN,,,,ISSAQUAH,WA,98029,154
339538-0080,4032,,S,159TH,LN,,,,TUKWILA,WA,98188,136
5003851340,2230,,,166TH STREET,CT,E,,,TACOMA,WA,98445,101
277060-4675,3457,,,13TH,AVE,W,,,SEATTLE,WA,98119,147
882390-2095,4729,,,16TH,AVE,NE,,,SEATTLE,WA,98105,34
5660000200,811,,E,45TH,ST,,,,TACOMA,WA,98404,
638150-1481,13751,,,27TH,AVE,NE,,,SEATTLE,WA,98125,101
637720-0060,9018,,NE,39TH,PL,,,,YARROW POINT,WA,98004,
364030-0950,530,,,MELROSE,AVE,E,#,P-42,SEATTLE,WA,98102,
926492-0320,32203,,,7TH,PL,SW,,,FEDERAL WAY,WA,98023,140
00449500004302,4923,,,DOGWOOD,DR,,,,EVERETT,WA,98203,82
339290-0210,1154,,N,83RD,ST,,,,SEATTLE,WA,98103,304
364910-0102,7002,,NE,153RD,PL,,,,KENMORE,WA,98028,168
01167600021900,17809,,,MAPLE,ST,,,,GRANITE FALLS,WA,98252,219
925390-0025,907,,,170TH,PL,SE,,,BELLEVUE,WA,98008,139
866440-0530,766,,,122ND,AVE,NE,,,BELLEVUE,WA,98005,
570000-2595,2306,,,LAKE PARK,DR,S,,,SEATTLE,WA,98144,126
046100-5040,7041,,,DIBBLE,AVE,NW,,,SEATTLE,WA,98117,133
7001770490,110,,,WILLIAMS,BLVD,NE,,,ORTING,WA,98360,201
542304-0270,19223,,SE,43RD,ST,,,,ISSAQUAH,WA,98027,295
333250-0105,4522,,S,KENNY,ST,,,,SEATTLE,WA,98118,151
714070-0350,24121,,,184TH,AVE,SE,,,COVINGTON,WA,98042,198
260798-0500,840,,NE,125TH,ST,,APT,406,SEATTLE,WA,98125,87
5002750050,18015,,,37TH AVENUE,CT,E,,,TACOMA,WA,98446,102
123310-0705,12627,,NE,90TH,ST,,,,KIRKLAND,WA,98033,291
00916900000500,12216,,,112TH,ST,NE,,,LAKE STEVENS,WA,98258,131
00825200004500,2428,,,82ND,AVE,NE,,,LAKE STEVENS,WA,98258,197
333100-0376,3840,,S,LUCILE,ST,,,,SEATTLE,WA,98118,99
721500-0020,11048,,,MARINE VIEW,PL,SW,,,SEATTLE,WA,98146,286
6024981740,18550,,,96TH,AVE,E,,,PUYALLUP,WA,98375,47
6025531430,7908,,,155TH STREET,CT,E,,,PUYALLUP,WA,98375,178
6024662380,17622,,,93RD,AVE,E,,,PUYALLUP,WA,98375,52
734820-0155,14125,,,44TH,AVE,S,,,TUKWILA,WA,98168,227
01045601030400,12404,,E,GIBSON,RD,,APT,J304,EVERETT,WA,98204,
00689800013300,14026,,,19TH,DR,SE,,,MILL CREEK,WA,98012,223
132174-0880,34920,,,7TH,AVE,SW,,,FEDERAL WAY,WA,98023,249
100800-0025,1600,,,1ST,ST,SE,,,AUBURN,WA,98002,72
531710-0351,3320,,E,REPUBLICAN,ST,,,,SEATTLE,WA,98112,134
769825-0280,1756,,,BELLEVUE,WAY,NE,,,BELLEVUE,WA,98004,113
0321312015,2117,,N,ALDER,ST,,,,TACOMA,WA,98406,158
5995000680,1202,,,TAYLOR,ST,,,,MILTON,WA,98354,193
01194500000600,8806,,,54TH,ST,NE,,,MARYSVILLE,WA,98270,97
131094-1260,16319,,,119TH,LN,NE,,,BOTHELL,WA,98011,121
682210-0510,3007,,,32ND,AVE,W,,,SEATTLE,WA,98199,
370590-0205,1659,,N,183RD,ST,,,,SHORELINE,WA,98133,130
00644100000200,5624,,,148TH,ST,SW,,,EDMONDS,WA,98026,194
029381-0400,5113,,NE,8TH,CT,,,,RENTON,WA,98059,92
01072200310100,8615,,,238TH,ST,SW,APT,C101,EDMONDS,WA,98026,84
196470-0120,110,,E,ROANOKE,ST,,,,SEATTLE,WA,98102,243
022406-9041,1915,,W,BEAVER LAKE,DR,SE,,,SAMMAMISH,WA,98075,74
641360-0034,12034,,,5TH,AVE,NE,,,SEATTLE,WA,98125,187
407380-0210,10051,,,46TH,AVE,NE,,,SEATTLE,WA,98125,61
4325001140,526,,S,55TH,ST,,,,TACOMA,WA,98408,159
6022550021,13515,,,TO,,,,,,WA,13517,
638550-0710,23411,,,102ND,AVE,SE,APT,E109,KENT,WA,98031,
330398-0060,14045,,SE,92ND,ST,,,,NEWCASTLE,WA,98059,115
2560500750,7709,,,193RD,AVE,E,,,BONNEY LAKE,WA,98391,163
413680-0015,11552,,,87TH,AVE,S,,,SEATTLE,WA,98178,117
8880500160,9001,,,CAROL,AVE,S,,,LAKEWOOD,WA,98499,197
01093400004700,3215,,,217TH,PL,SE,,,BOTHELL,WA,98021,225
00590900013100,5804,,,60TH,DR,NE,,,MARYSVILLE,WA,98270,131
9007750030,3422,,,MORRISON,RD,W,,,UNIVERSITY PLACE,WA,98466,62
01123200003000,3723,,,215TH,PL,SE,,,BOTHELL,WA,98021,194
32063200301100,24117,,,115TH,AVE,NE,,,ARLINGTON,WA,98223,149
567700-0590,2720,,,3RD,AVE,,APT,512,SEATTLE,WA,98121,177
5481620040,3610,,,21ST,ST,SE,,,PUYALLUP,WA,98374,246
00508800003100,5918,,,173RD,PL,SW,,,LYNNWOOD,WA,98037,
0319292126,16407,,,SPANAWAY LOOP,RD,S,,,SPANAWAY,WA,98387,111
943530-0175,6506,,,152ND,AVE,NE,,,REDMOND,WA,98052,
073150-0380,27136,,,105TH,PL,SE,,,KENT,WA,98030,96
00686900000900,8420,,,SHADOW WOOD,DR,,,,EVERETT,WA,98208,77
701069-0020,2572,,,14TH,AVE,W,APT,102,SEATTLE,WA,98119,120
768394-0050,12034,,,15TH,AVE,NE,UNIT,105,SEATTLE,WA,98125,34
9000530070,611,,N,YAKIMA,AVE,,,,TACOMA,WA,98403,222
6023340090,16211,,,86TH AVENUE,CT,E,,,PUYALLUP,WA,98375,198
555700-0060,916,,SW,315TH,PL,,,,FEDERAL WAY,WA,98023,173
776880-0050,20122,,SE,37TH,ST,,,,SAMMAMISH,WA,98075,156
00722300001200,21605,,,47TH,PL,W,,,MOUNTLAKE TERRACE,WA,98043,85
01050600001000,721,,,142ND,ST,SW,,,LYNNWOOD,WA,98087,138
01026900103800,15104,,,222ND,DR,SE,,,MONROE,WA,98272,97
282010-0035,3114,,NW,91ST,ST,,,,SEATTLE,WA,98117,147
7002230410,6307,,,213TH AVENUE,CT,E,,,LAKE TAPPS,WA,98391,67
00386300001202,5102,,,COLBY,AVE,,,,EVERETT,WA,98203,112
00468500001100,5318,,,142ND,PL,NE,,,MARYSVILLE,WA,98271,143
01176500000400,21101,,,55TH,AVE,W,,,LYNNWOOD,WA,98036,82
344870-0240,5221,,NE,4TH,PL,,,,RENTON,WA,98059,
756760-0080,8746,,S,113TH,ST,,,,SEATTLE,WA,98178,262
6027031970,10505,,,190TH,ST,E,,,PUYALLUP,WA,98374,208
00619600000700,430,,,VISTA,PL,,,,EVERETT,WA,98203,127
00873700001300,4412,,,217TH,ST,SW,#,13,MOUNTLAKE TERRACE,WA,98043,
00918500006500,6014,,,51ST,ST,NE,,,MARYSVILLE,WA,98270,69
28072000301900,11420,,,WAGNER,RD,,,,SNOHOMISH,WA,98290,100
192405-9343,5632,,E,MERCER,WAY,,,,MERCER ISLAND,WA,98040,225
607250-0150,6523,,,121ST,PL,SE,,,BELLEVUE,WA,98006,338
00611600011507,8523,,,46TH,PL,W,,,MUKILTEO,WA,98275,140
0219043030,335,,,LAKE LOUISE,DR,SW,,,LAKEWOOD,WA,98498,84
610580-0770,5650,,,24TH,AVE,NW,UNIT,605,SEATTLE,WA,98107,117
283210-0605,229,,NE,139TH,ST,,,,SEATTLE,WA,98125,128
6021600610,20111,,,85TH,AVE,E,,,SPANAWAY,WA,98387,112
5004800980,2022,,,186TH STREET,CT,E,,,SPANAWAY,WA,98387,123
252303-9149,16705,,,27TH,AVE,SW,,,BURIEN,WA,98166,471
31063000402100,11429,,,158TH,ST,NE,,,ARLINGTON,WA,98223,192
5003050040,1407,,,196TH,ST,E,,,SPANAWAY,WA,98387,126
00412700000300,726,,,53RD,ST,SW,,,EVERETT,WA,98203,
227360-0430,11716,,NE,95TH,ST,,,,KIRKLAND,WA,98033,
6027130650,12510,,,EMERALD RIDGE,BLVD,E,,,PUYALLUP,WA,98374,143
614205-0550,28913,,NE,155TH,ST,,,,DUVALL,WA,98019,146
072406-9073,28000,,E,LAKE SAMMAMISH,PL,SE,,,SAMMAMISH,WA,98075,
261995-0080,27925,,NE,147TH,CIR,,,,DUVALL,WA,98019,106
103670-0240,1429,,,170TH,PL,NE,,,BELLEVUE,WA,98008,270
701070-0634,4338,,,32ND,AVE,W,,,SEATTLE,WA,98199,245
01089100003901,2106,,,131ST,PL,SW,,,EVERETT,WA,98204,245
142405-9155,4448,,,158TH,AVE,SE,,,BELLEVUE,WA,98006,220
543830-0170,150,,,MELROSE,AVE,E,APT,209,SEATTLE,WA,98102,
342605-9090,10836,,,132ND,AVE,NE,,,REDMOND,WA,98052,
237930-0230,27224,,,111TH,PL,SE,,,KENT,WA,98030,155
7107530160,8722,,,159TH,ST,E,,,PUYALLUP,WA,98375,96
0420344043,1617,,,19TH,AVE,SE,,,PUYALLUP,WA,98372,162
417460-0408,5327,,,28TH,AVE,S,,,SEATTLE,WA,98108,116
752553-0370,4735,,,225TH,AVE,SE,,,SAMMAMISH,WA,98075,301
864415-0050,601,,,12TH,AVE,NW,APT,B1,ISSAQUAH,WA,98027,166
339545-0550,19731,,,HOLLYHILLS,DR,NE,,,BOTHELL,WA,98011,88
32061500200600,15130,,,294TH,ST,NE,,,ARLINGTON,WA,98223,82
983420-0980,3410,,,34TH,AVE,S,,,SEATTLE,WA,98144,73
664870-0320,23318,,,105TH,AVE,SE,,,KENT,WA,98031,150
9003990010,13702,,,14TH,AVE,S,,,TACOMA,WA,98444,108
5910000340,1612,,S,RIDGEWOOD,AVE,,,,TACOMA,WA,98405,116
214980-0150,209,,,PIKE,ST,SE,,,AUBURN,WA,98002,92
00590900010400,5825,,,63RD,AVE,NE,,,MARYSVILLE,WA,98270,167
356380-0005,23204,,,VASHON,HWY,SW,,,VASHON,WA,98070,115
00927400004300,2402,,,118TH,PL,SE,,,EVERETT,WA,98208,87
2835200020,5309,,,138TH,ST,E,,,TACOMA,WA,98446,141
00596500002400,10813,,,37TH,AVE,SE,,,EVERETT,WA,98208,158
785211-0310,7010,,,CURTIS,DR,SE,,,SNOQUALMIE,WA,98065,150
925390-0114,1216,,W,LAKE SAMMAMISH,PKWY,SE,,,BELLEVUE,WA,98008,609
109976-0040,3315,,SW,330TH,ST,,,,FEDERAL WAY,WA,98023,146
01141800006600,7537,,,19TH,PL,SE,,,LAKE STEVENS,WA,98258,159
761370-0790,4822,,NE,41ST,ST,,,,SEATTLE,WA,98105,569
607290-0170,6217,,,113TH,PL,SE,,,BELLEVUE,WA,98006,110
072107-9043,30509,,,290TH,AVE,SE,,,BLACK DIAMOND,WA,98010,
217140-0128,12040,,,61ST,AVE,S,,,SEATTLE,WA,98178,62
563500-0030,9308,,S,216TH,PL,,,,KENT,WA,98031,257
505350-0170,20028,,,15TH,AVE,NE,APT,206,SHORELINE,WA,98155,80
00451700001701,13925,,,73RD,ST,NE,,,LAKE STEVENS,WA,98258,301
935800-1364,2862,,SW,ADAMS,ST,,,,SEATTLE,WA,98126,149
405570-0650,13108,,,66TH,PL,NE,,,KIRKLAND,WA,98034,233
392840-0120,811,,NE,9TH,ST,,,,NORTH BEND,WA,98045,210
01089100000902,2115,,,131ST,PL,SW,,,EVERETT,WA,98204,75
00874800002900,8125,,,HUNTER,PL,,,,ARLINGTON,WA,98223,247
00536100000300,11105,,,236TH,PL,SW,,,WOODWAY,WA,98020,
856277-0110,546,,,LINGERING PINE,DR,NW,,,ISSAQUAH,WA,98027,163
172660-0390,2906,,,131ST,PL,NE,,,BELLEVUE,WA,98005,
515320-0375,1266,,SW,304TH,ST,,,,FEDERAL WAY,WA,98023,191
5140000910,6320,,,LAKEWOOD,BLVD,SW,,,LAKEWOOD,WA,98499,94
4370000052,19318,,,6TH,AVE,E,,,SPANAWAY,WA,98387,144
219330-0120,17814,,NE,103RD,CT,,,,REDMOND,WA,98052,62
00823100000400,1829,,,88TH,DR,SE,,,LAKE STEVENS,WA,98258,64
221170-0330,16734,,SE,46TH,ST,,,,BELLEVUE,WA,98006,158
01167300000200,14318,,,2ND,PL,W,,,LYNNWOOD,WA,98087,165
7002180620,6610,,,ELAINE,AVE,SE,,,AUBURN,WA,98092,162
30062700201500,7002,,,STATE ROUTE 92,,,,,LAKE STEVENS,WA,98258,141
722780-1555,1518,,,JEFFERSON,AVE,NE,,,RENTON,WA,98056,
5515000510,4231,,N,37TH,ST,,,,TACOMA,WA,98407,72
